NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54451,Medical Device Problem,C63075,Infusion or Flow Problem,"Problem associated with the device failing to deliver or draw liquids or gases as intended (e.g. delivering drugs at incorrect rate, problems with drawing fluid from a system). This includes vacuum collection devices and manual or mechanical pumps.",Infusion or Flow Problem,2964,"Problem associated with the device failing to deliver or draw liquids or gases as intended (e.g. delivering drugs at incorrect rate, problems with drawing fluid from a system). This includes vacuum collection devices and manual or mechanical pumps.",IMDRF:A14
C54451,Medical Device Problem,C63249,Deflation Problem,Problem associated with the inability of the device to release its contents.,Deflation Problem,1149,Problem associated with the deflation of the device including unintended deflation or inadequate deflation.,IMDRF:A1401
C54451,Medical Device Problem,C172081,Failure to Deflate Problem,Problem associated with the inability to deflate a device which is intended to deflate.,Failure to Deflate,4060,Problem associated with the inability to deflate a device which is intended to deflate.,IMDRF:A140101
C54451,Medical Device Problem,C172082,Unintended Deflation,Problem associated with the unintended deflation of a device which was not designed to deflate or not at that point in time or not to that extent.,Unintended Deflation,4061,Problem associated with the unintended deflation of a device which was not designed to deflate or not at that point in time or not to that extent.,IMDRF:A140102
C54451,Medical Device Problem,C62882,Excess Flow or Overinfusion,"Problem associated with a delivery overdose of therapeutic agents, such as drugs or fluids being delivered into a device or a patient.",Excess Flow or Over-Infusion,1311,"Problem associated with a delivery overdose of therapeutic agents, such as drugs or fluids being delivered into a device or a patient.",IMDRF:A1402
C54451,Medical Device Problem,C63144,Filling Problem,Problem associated with the method or amount of time associated with the delivery of a fluid. Time to delivery or amount of delivered entity may be affected.,Filling Problem,1233,Problem associated with the method or amount of time associated with the delivery of a fluid. Time to delivery or amount of delivered entity may be affected.,IMDRF:A1403
C54451,Medical Device Problem,C63106,Inability to Autofill,Complete failure to fill as part of an automated process. For insufficient filling use Short Fill. For excessive filling use Overfill. For inconsistent filling use Volume Accuracy Problem.,Inability to Auto-Fill,1044,"Complete failure to fill as part of an automated process. For insufficient filling use ""Short Fill"". For excessive filling use ""Overfill"". For inconsistent filling use ""Volume Accuracy Problem"".",IMDRF:A140301
C54451,Medical Device Problem,C62884,Overfill,Excessive filling of a device. For complete failure to fill use inability to auto-fill. For insufficient filling use Short Fill. For inconsistent filling - use Volume Accuracy Problem.,Overfill,2404,"Excessive filling of a device. For complete failure to fill use ""inability to auto-fill"". For insufficient filling use ""Short Fill"". For inconsistent filling use ""Volume Accuracy Problem"".",IMDRF:A140302
C54451,Medical Device Problem,C62841,Short Fill,Insufficient filling of a device. For complete failure to fill use inability to auto-fill. For insufficient filling use short fill. For inconsistent filling - use Volume Accuracy Problem.,Short Fill,1575,"Insufficient filling of a device. For complete failure to fill use ""inability to auto-fill"". For insufficient filling use ""short fill"". For inconsistent filling use ""Volume Accuracy Problem"".",IMDRF:A140303
C54451,Medical Device Problem,C62805,Volume Accuracy Problem,"Inconsistent filling of a device. This describes a problem which is observed to vary between overfilling and under filling, and may be intermittent. Use Overfill or Short Fill if problem is consistent.",Volume Accuracy Problem,1675,"Inconsistent filling of a device. This describes a problem which is observed to vary between overfilling and under filling, and may be intermittent. Use ""Overfill"" or ""Short Fill"" if problem is consistent.",IMDRF:A140304
